12.9900151,80.1906389
12.9900192,80.1906275
12.9900168,80.1906283
12.9900223,80.1906676
12.9900173,80.1906511
12.9900221,80.1906781
12.9900205,80.1906413
12.9900227,80.1906546
12.9900253,80.1906901
12.9900265,80.1906965
12.9900254,80.19067
12.990026,80.19067
12.9900251,80.1906646
12.9900055,80.1906214
12.9900296,80.1906595
12.990007,80.1906136
12.9900235,80.1906289
12.9900251,80.1906983
12.9900177,80.1906925
12.9900252,80.1906996
12.9900228,80.1906529
12.9900233,80.1906916
12.9900246,80.1906998
12.9900252,80.1906973
12.9900253,80.1907025
12.9900193,80.1906824
12.9900037,80.1906137
12.9900186,80.1906454
12.9900231,80.1906799
12.9900238,80.1906956
12.9900247,80.1907021
12.9900262,80.190702
12.9900224,80.1906649
12.9900114,80.1906579
